6	1	1
33	1	1
56	1	1
91	1	1
119	1	1
150	1	1
179	1	1
190	1	1
209	1	1
215	1	1
237	1	1
250	1	1
315	1	1
331	1	1
334	1	1
366	1	1
404	1	1
411	1	1
424	1	1
433	1	1
471	1	1
503	1	1
513	1	1
538	1	1
570	1	1
596	1	1
600	1	1
606	1	1
694	1	1
706	1	1
717	1	1
733	1	1
791	1	1
809	1	1
930	1	1
952	1	1
992	1	1
1005	1	1
47	2	1
310	2	1
311	2	1
323	2	1
324	2	1
325	2	1
338	2	1
400	2	1
664	2	1
833	2	1
18	3	1
31	3	1
33	3	1
39	3	1
53	3	1
58	3	1
62	3	1
65	3	1
67	3	1
73	3	1
75	3	1
76	3	1
78	3	1
119	3	1
120	3	1
123	3	1
136	3	1
143	3	1
152	3	1
164	3	1
167	3	1
168	3	1
169	3	1
179	3	1
216	3	1
229	3	1
232	3	1
237	3	1
261	3	1
273	3	1
284	3	1
314	3	1
317	3	1
335	3	1
336	3	1
348	3	1
378	3	1
393	3	1
417	3	1
424	3	1
466	3	1
470	3	1
479	3	1
485	3	1
486	3	1
487	3	1
500	3	1
501	3	1
503	3	1
510	3	1
517	3	1
518	3	1
527	3	1
529	3	1
531	3	1
533	3	1
536	3	1
552	3	1
562	3	1
570	3	1
578	3	1
583	3	1
587	3	1
629	3	1
630	3	1
639	3	1
649	3	1
665	3	1
670	3	1
671	3	1
672	3	1
681	3	1
693	3	1
694	3	1
697	3	1
701	3	1
716	3	1
737	3	1
747	3	1
750	3	1
769	3	1
773	3	1
783	3	1
790	3	1
791	3	1
813	3	1
818	3	1
824	3	1
839	3	1
841	3	1
847	3	1
850	3	1
855	3	1
858	3	1
867	3	1
869	3	1
873	3	1
877	3	1
892	3	1
909	3	1
924	3	1
934	3	1
949	3	1
953	3	1
957	3	1
978	3	1
984	3	1
999	3	1
783	4	1
989	4	1
3	5	1
82	5	1
91	5	1
92	5	1
121	5	1
136	5	1
160	5	1
188	5	1
197	5	1
