19	2	1
23	2	1
41	2	1
70	2	1
79	2	1
106	2	1
112	2	1
144	2	1
159	2	1
265	2	1
578	2	1
603	2	1
694	2	1
696	2	1
6	3	1
11	3	1
17	3	1
20	3	1
29	3	1
40	3	1
129	3	1
135	3	1
138	3	1
152	3	1
164	3	1
200	3	1
239	3	1
248	3	1
281	3	1
296	3	1
337	3	1
414	3	1
479	3	1
499	3	1
544	3	1
605	3	1
1127	3	1
97	4	1
173	4	1
10	5	1
14	5	1
28	5	1
34	5	1
37	5	1
46	5	1
50	5	1
61	5	1
69	5	1
89	5	1
131	5	1
138	5	1
172	5	1
184	5	1
186	5	1
188	5	1
231	5	1
233	5	1
249	5	1
260	5	1
289	5	1
323	5	1
324	5	1
332	5	1
346	5	1
388	5	1
396	5	1
407	5	1
467	5	1
508	5	1
510	5	1
533	5	1
534	5	1
609	5	1
661	5	1
673	5	1
730	5	1
915	5	1
1070	5	1
1119	5	1
18	6	1
35	6	1
40	6	1
68	6	1
89	6	1
137	6	1
141	6	1
151	6	1
324	6	1
331	6	1
382	6	1
399	6	1
484	6	1
548	6	1
572	6	1
596	6	1
702	6	1
740	6	1
401	7	1
13	8	1
19	8	1
59	8	1
64	8	1
95	8	1
153	8	1
298	8	1
344	8	1
684	8	1
915	8	1
17	9	1
32	9	1
41	9	1
50	9	1
159	9	1
202	9	1
241	9	1
337	9	1
594	9	1
135	10	1
171	10	1
292	10	1
1	11	1
13	11	1
73	11	1
78	11	1
91	11	1
157	11	1
194	11	1
237	11	1
280	11	1
380	11	1
398	11	1
504	11	1
513	11	1
526	11	1
570	11	1
575	11	1
642	11	1
722	11	1
28	12	1
35	12	1
59	12	1
83	12	1
96	12	1
125	12	1
137	12	1
147	12	1
153	12	1
187	12	1
287	12	1
324	12	1
406	12	1
490	12	1
3	13	1
26	13	1
71	13	1
94	13	1
95	13	1
101	13	1
224	13	1
260	13	1
337	13	1
3	14	1
38	14	1
153	14	1
159	14	1
240	14	1
266	14	1
432	14	1
521	14	1
37	15	1
117	15	1
122	15	1
484	15	1
519	15	1
534	15	1
734	15	1
741	15	1
751	15	1
760	15	1
770	15	1
857	15	1
877	15	1
883	15	1
892	15	1
896	15	1
1035	15	1
1154	15	1
154	16	1
787	16	1
267	18	1
2	19	1
32	19	1
48	19	1
250	19	1
553	19	1
569	19	1
492	20	1
82	22	1
101	22	1
244	22	1
513	22	1
802	22	1
1218	22	1
27	23	1
40	23	1
129	23	1
384	23	1
2	24	1
66	24	1
71	24	1
95	24	1
145	24	1
193	24	1
212	24	1
248	24	1
267	24	1
290	24	1
292	24	1
361	24	1
406	24	1
424	24	1
459	24	1
605	24	1
709	24	1
258	25	1
497	25	1
182	26	1
240	26	1
243	26	1
258	26	1
5	27	1
71	27	1
72	27	1
96	27	1
137	27	1
151	27	1
157	27	1
172	27	1
241	27	1
250	27	1
283	27	1
286	27	1
412	27	1
624	27	1
106	28	1
342	28	1
354	28	1
32	30	1
47	30	1
405	30	1
466	30	1
579	30	1
965	31	1
14	32	1
22	32	1
27	32	1
182	32	1
254	32	1
277	32	1
290	32	1
325	32	1
433	32	1
548	32	1
63	33	1
193	33	1
2	34	1
267	34	1
70	35	1
107	35	1
412	35	1
675	35	1
151	37	1
412	37	1
459	37	1
109	38	1
128	38	1
173	38	1
247	38	1
412	38	1
554	38	1
650	38	1
13	40	1
42	40	1
98	40	1
109	40	1
141	40	1
207	40	1
233	40	1
447	40	1
520	40	1
17	41	1
459	41	1
3	42	1
5	42	1
27	42	1
33	42	1
94	42	1
99	42	1
104	42	1
265	42	1
38	43	1
199	43	1
713	43	1
151	44	1
172	44	1
777	44	1
23	45	1
59	45	1
244	45	1
557	45	1
18	46	1
64	46	1
81	46	1
35	47	1
94	47	1
99	47	1
105	47	1
193	47	1
325	47	1
149	48	1
165	48	1
237	48	1
265	48	1
267	48	1
282	48	1
408	48	1
624	48	1
626	48	1
5	49	1
17	49	1
20	49	1
23	49	1
153	49	1
233	49	1
491	49	1
3	50	1
8	50	1
22	50	1
125	50	1
167	50	1
299	50	1
324	50	1
326	50	1
71	51	1
84	51	1
96	51	1
99	51	1
157	51	1
158	51	1
209	51	1
219	51	1
285	51	1
288	51	1
350	51	1
479	51	1
574	51	1
605	51	1
659	52	1
4	53	1
48	53	1
67	53	1
106	53	1
240	53	1
275	53	1
325	53	1
337	53	1
360	53	1
522	53	1
909	53	1
52	55	1
65	55	1
86	55	1
179	55	1
235	55	1
318	55	1
352	55	1
459	55	1
474	55	1
547	55	1
663	55	1
687	55	1
829	55	1
831	55	1
867	55	1
938	55	1
1024	55	1
1123	55	1
387	57	1
527	57	1
67	58	1
238	58	1
40	59	1
238	59	1
300	59	1
171	61	1
317	61	1
58	63	1
59	63	1
35	64	1
50	64	1
109	64	1
215	64	1
235	64	1
58	65	1
109	66	1
38	68	1
63	68	1
242	68	1
250	68	1
3	69	1
64	69	1
111	69	1
135	69	1
172	69	1
235	69	1
309	69	1
346	69	1
666	69	1
625	70	1
66	71	1
149	72	1
325	74	1
716	74	1
27	75	1
79	75	1
244	75	1
342	75	1
410	75	1
454	75	1
569	75	1
579	75	1
28	76	1
108	76	1
144	76	1
151	76	1
173	76	1
222	76	1
282	76	1
509	76	1
1134	76	1
108	77	1
270	77	1
295	77	1
621	77	1
748	77	1
816	77	1
838	77	1
884	77	1
968	77	1
1039	77	1
1107	77	1
1125	77	1
1138	77	1
1151	77	1
1200	77	1
41	79	1
94	79	1
128	79	1
23	80	1
32	80	1
33	80	1
83	80	1
172	80	1
183	80	1
188	80	1
200	80	1
258	80	1
675	80	1
59	81	1
66	81	1
96	81	1
896	81	1
412	82	1
14	83	1
36	83	1
296	83	1
374	83	1
413	83	1
475	83	1
511	83	1
624	83	1
118	84	1
222	84	1
270	84	1
605	84	1
766	84	1
126	86	1
339	86	1
785	86	1
787	86	1
985	86	1
1112	86	1
1136	86	1
1137	86	1
1142	86	1
1148	86	1
1168	86	1
1170	86	1
241	88	1
105	89	1
106	89	1
235	89	1
472	89	1
79	90	1
94	90	1
98	90	1
108	90	1
172	90	1
214	90	1
258	90	1
392	90	1
787	90	1
1218	90	1
4	91	1
112	91	1
118	91	1
133	91	1
172	91	1
266	91	1
277	91	1
284	91	1
390	91	1
461	91	1
479	91	1
722	91	1
802	91	1
8	93	1
105	93	1
107	93	1
112	93	1
9	94	1
79	94	1
81	94	1
102	94	1
104	94	1
111	94	1
141	94	1
146	94	1
180	94	1
197	94	1
215	94	1
410	94	1
432	94	1
461	94	1
579	94	1
627	94	1
27	95	1
32	95	1
106	95	1
267	95	1
101	96	1
107	96	1
154	96	1
267	96	1
29	97	1
117	97	1
118	97	1
120	97	1
169	97	1
393	97	1
605	97	1
653	97	1
777	97	1
95	98	1
96	98	1
133	98	1
353	98	1
29	99	1
32	99	1
107	99	1
111	99	1
137	99	1
147	99	1
182	99	1
241	99	1
277	99	1
281	99	1
292	99	1
490	99	1
125	100	1
178	100	1
743	100	1
744	100	1
3	101	1
22	101	1
50	101	1
107	101	1
111	101	1
578	101	1
605	101	1
66	102	1
84	102	1
90	102	1
219	102	1
334	102	1
44	103	1
59	103	1
107	103	1
151	103	1
153	103	1
281	103	1
282	103	1
415	103	1
420	103	1
490	103	1
1064	103	1
