17	1	1
38	2	1
112	2	1
166	2	1
414	2	1
504	2	1
1	3	1
19	3	1
34	3	1
40	3	1
41	3	1
65	3	1
78	3	1
89	3	1
97	3	1
109	3	1
111	3	1
112	3	1
141	3	1
177	3	1
429	3	1
449	3	1
562	3	1
603	3	1
240	4	1
258	4	1
354	4	1
396	4	1
460	4	1
640	4	1
12	5	1
29	5	1
40	5	1
44	5	1
70	5	1
73	5	1
76	5	1
89	5	1
94	5	1
105	5	1
123	5	1
134	5	1
177	5	1
187	5	1
238	5	1
239	5	1
240	5	1
254	5	1
258	5	1
266	5	1
282	5	1
289	5	1
344	5	1
362	5	1
382	5	1
384	5	1
389	5	1
404	5	1
431	5	1
467	5	1
491	5	1
498	5	1
499	5	1
508	5	1
533	5	1
579	5	1
609	5	1
624	5	1
709	5	1
713	5	1
908	5	1
1158	5	1
4	6	1
11	6	1
79	6	1
107	6	1
248	6	1
258	6	1
294	6	1
326	6	1
334	6	1
392	6	1
399	6	1
432	6	1
484	6	1
495	6	1
513	6	1
572	6	1
740	6	1
861	6	1
1110	6	1
1210	6	1
28	8	1
241	8	1
248	8	1
292	8	1
420	8	1
599	8	1
32	9	1
57	9	1
60	9	1
96	9	1
99	9	1
108	9	1
125	9	1
179	9	1
277	9	1
384	9	1
385	9	1
393	9	1
412	9	1
437	9	1
624	9	1
760	9	1
175	10	1
422	10	1
10	11	1
22	11	1
23	11	1
28	11	1
29	11	1
37	11	1
48	11	1
51	11	1
72	11	1
91	11	1
96	11	1
102	11	1
109	11	1
182	11	1
206	11	1
241	11	1
248	11	1
267	11	1
290	11	1
292	11	1
335	11	1
390	11	1
406	11	1
478	11	1
501	11	1
510	11	1
511	11	1
548	11	1
570	11	1
575	11	1
643	11	1
809	11	1
992	11	1
1164	11	1
3	12	1
26	12	1
37	12	1
61	12	1
72	12	1
79	12	1
95	12	1
96	12	1
125	12	1
146	12	1
159	12	1
324	12	1
393	12	1
424	12	1
534	12	1
1141	12	1
1218	12	1
2	13	1
3	13	1
20	13	1
50	13	1
71	13	1
