23	2	1
112	2	1
193	2	1
283	2	1
702	2	1
2	3	1
4	3	1
12	3	1
19	3	1
25	3	1
27	3	1
73	3	1
75	3	1
79	3	1
90	3	1
94	3	1
129	3	1
146	3	1
169	3	1
193	3	1
207	3	1
238	3	1
243	3	1
250	3	1
265	3	1
274	3	1
383	3	1
385	3	1
421	3	1
461	3	1
509	3	1
512	3	1
661	3	1
28	4	1
384	4	1
569	4	1
579	4	1
31	5	1
32	5	1
44	5	1
67	5	1
81	5	1
95	5	1
112	5	1
115	5	1
128	5	1
131	5	1
166	5	1
182	5	1
209	5	1
224	5	1
237	5	1
326	5	1
342	5	1
344	5	1
396	5	1
406	5	1
408	5	1
416	5	1
420	5	1
449	5	1
460	5	1
550	5	1
553	5	1
572	5	1
624	5	1
684	5	1
696	5	1
730	5	1
766	5	1
908	5	1
1158	5	1
14	6	1
33	6	1
40	6	1
41	6	1
48	6	1
68	6	1
79	6	1
106	6	1
107	6	1
128	6	1
137	6	1
171	6	1
248	6	1
254	6	1
324	6	1
352	6	1
392	6	1
412	6	1
508	6	1
544	6	1
698	6	1
861	6	1
1210	6	1
399	7	1
32	8	1
44	8	1
104	8	1
114	8	1
145	8	1
196	8	1
261	8	1
267	8	1
292	8	1
298	8	1
309	8	1
325	8	1
332	8	1
420	8	1
478	8	1
666	8	1
13	9	1
17	9	1
22	9	1
26	9	1
29	9	1
44	9	1
94	9	1
153	9	1
267	9	1
337	9	1
354	9	1
504	9	1
802	9	1
159	10	1
437	10	1
1	11	1
8	11	1
20	11	1
33	11	1
60	11	1
67	11	1
109	11	1
133	11	1
157	11	1
193	11	1
197	11	1
200	11	1
241	11	1
242	11	1
260	11	1
289	11	1
382	11	1
407	11	1
420	11	1
430	11	1
522	11	1
627	11	1
659	11	1
660	11	1
694	11	1
723	11	1
809	11	1
1147	11	1
1218	11	1
14	12	1
108	12	1
153	12	1
158	12	1
201	12	1
282	12	1
461	12	1
532	12	1
548	12	1
565	12	1
26	13	1
48	13	1
59	13	1
133	13	1
172	13	1
432	13	1
607	13	1
79	14	1
106	14	1
164	14	1
235	14	1
244	14	1
261	14	1
374	14	1
406	14	1
415	14	1
432	14	1
521	14	1
703	14	1
13	15	1
55	15	1
188	15	1
515	15	1
535	15	1
551	15	1
651	15	1
688	15	1
736	15	1
777	15	1
850	15	1
908	15	1
939	15	1
970	15	1
991	15	1
1042	15	1
1126	15	1
1132	15	1
1134	15	1
